no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets_value,loan_status
4, Graduate, No,15.573368647930426,16.41820031748273,14,6.705639094860003,17.755148749880647,1
0, Not Graduate, Yes,15.009433329466965,16.195056784687036,12,6.682108597449809,16.68340951682656,1
5, Graduate, Yes,13.304686600863562,14.151983508870947,10,6.777646593635117,15.319588176962746,1
2, Not Graduate, Yes,12.206077645517674,13.45883704259595,16,6.464588303689961,14.220976332738882,1
4, Graduate, Yes,14.220976332738882,15.573368647930426,2,5.720311776607412,15.978833698567334,1
2, Not Graduate, No,15.732433317205148,16.97251102166758,12,5.834810737062605,17.8026410544321,0
0, Graduate, No,16.056220353623207,17.158372397949154,20,6.635946555686647,18.174780218303262,1
5, Not Graduate, No,14.603968372873895,15.90737474309945,4,6.016157159698354,15.843658936835498,0
5, Not Graduate, No,15.123843647884687,16.02378508137718,18,5.910796644040527,16.677711496036597,0
3, Not Graduate, Yes,13.710151153416941,14.731801689838349,20,6.272877006546167,15.444751293772967,0
1, Graduate, No,15.46416937585933,16.231424425551033,6,6.54965074223381,17.581351076362488,1
4, Not Graduate, Yes,15.424948670398354,16.705882371415992,14,5.730099782973574,17.11134746100564,0
0, Not Graduate, Yes,16.001561947061912,17.13694300725865,6,5.921578419643816,18.104599210696307,0
0, Not Graduate, Yes,15.404745967162468,16.61887099947687,4,6.398594934535208,17.274976879196945,1
5, Graduate, Yes,15.671808704579888,16.90199724044883,12,6.551080335043404,17.431819346125096,1
5, Not Graduate, Yes,15.29711532616119,16.325109901643454,8,6.342121418721152,16.91108821173685,1
2, Graduate, Yes,15.747032114495013,16.447399470043365,8,6.721425700790643,17.715461002401067,1
5, Graduate, No,15.201805169084134,16.02378508137718,10,6.246106765481563,16.924571561468124,0
3, Not Graduate, No,14.648420115681892,15.955576839107596,12,6.324358962381311,16.341239282272525,1
0, Graduate, Yes,15.424948670398354,16.75467253293992,6,6.464588303689961,17.48163305053104,1
2, Graduate, No,15.424948670398354,16.780783675579947,12,5.755742213586912,17.376556668977415,0
2, Graduate, Yes,15.919644834185693,16.97675731236872,6,6.206575926724928,18.01870954004614,0
1, Not Graduate, Yes,15.607270193858982,16.388122864507256,2,5.910796644040527,17.239773245130714,0
2, Graduate, Yes,16.034714150714915,17.04631499322344,4,6.71901315438526,18.0935646161248,1
0, Graduate, No,15.803385043104912,16.489659276356317,16,6.699500340161678,17.48163305053104,1
3, Not Graduate, No,13.997832948091215,14.690979711984754,12,6.175867270105761,15.882373444019521,0
0, Graduate, No,14.151983508870947,15.501909696719672,8,6.385194398997726,16.077273760604726,1
1, Graduate, No,14.690979711984754,15.573368647930426,20,5.953243334287785,16.5691713340128,0
2, Not Graduate, Yes,15.501909696719672,16.51013780630191,6,6.586171654854675,16.806230339945976,1
1, Graduate, No,15.623799493077952,16.765198945372877,6,5.834810737062605,17.226658303482896,0
5, Graduate, Yes,15.46416937585933,16.357112630168974,16,6.577861357721047,17.429127554531842,1
1, Graduate, Yes,15.404745967162468,16.536806051605975,10,6.063785208687608,17.239773245130714,0
4, Not Graduate, No,15.424948670398354,16.249124001084017,6,5.820082930352362,16.97675731236872,0
5, Not Graduate, Yes,13.592368256649284,14.557448378884015,12,5.8971538676367405,15.64006001130563,0
4, Graduate, No,15.176487367510099,16.213405921671733,2,6.668228248417403,16.920097281273396,1
3, Not Graduate, Yes,14.403297778421795,15.483217567201578,14,6.089044875446846,15.732433317205148,0
3, Graduate, Yes,14.346139397261565,15.404745967162468,16,6.3835066348840055,16.249124001084017,1
4, Graduate, Yes,13.997832948091215,15.38412668421143,2,6.6240652277998935,15.803385043104912,1
0, Graduate, No,15.894952224644102,16.980985648299452,10,5.723585101952381,17.958645300228824,0
4, Graduate, Yes,15.150511887854474,16.475770165160203,4,6.470799503782602,16.700311326676903,1
1, Graduate, Yes,15.068273812173887,15.90737474309945,10,6.440946540632921,16.937875526504495,1
4, Graduate, No,16.056220353623207,17.3210679849807,18,5.91350300563827,17.99908626915822,0
3, Graduate, No,14.346139397261565,15.501909696719672,6,6.566672429803241,16.380459992348886,1
5, Not Graduate, No,15.607270193858982,16.993564429978885,20,6.461468176353717,17.19309810811699,1
2, Not Graduate, Yes,16.066802461833923,17.421008430313073,6,6.202535517187923,18.148872033780233,0
3, Graduate, No,12.206077645517674,13.592368256649284,18,6.6240652277998935,13.710151153416941,1
3, Not Graduate, Yes,15.830413711839864,17.073607134447293,2,5.8377304471659395,17.8026410544321,1
0, Not Graduate, Yes,15.250595321348806,16.001561947061912,14,6.680854678790215,16.937875526504495,1
3, Graduate, No,15.201805169084134,16.22245575637265,12,6.35088571671474,17.022313842084035,1
0, Not Graduate, Yes,15.363073279446223,16.176364653421913,20,6.240275845170769,17.27182727039325,0
4, Graduate, No,15.90737474309945,17.151280169891162,12,6.511745329644728,17.541204009297314,1
2, Graduate, No,16.02378508137718,16.892822864593636,12,6.309918278226516,18.239158879319383,0
3, Graduate, Yes,14.151983508870947,14.80876270134486,14,6.709304340258298,15.894952224644102,1
1, Not Graduate, Yes,15.096444681204078,16.432906463791053,10,6.3080984415095305,17.04631499322344,0
3, Not Graduate, No,15.789591722875162,16.86951178681205,4,6.568077911411976,17.63541829641444,1
5, Not Graduate, No,15.404745967162468,16.46168542627038,2,6.688354713946762,17.20328495307807,1
4, Not Graduate, No,15.843658936835498,16.85046359274847,12,6.654152520183219,17.531518703797364,1
1, Not Graduate, Yes,12.206077645517674,13.304686600863562,2,6.238324625039508,14.285514812209815,1
1, Not Graduate, No,13.997832948091215,14.80876270134486,14,6.659293919683638,15.573368647930426,1
5, Not Graduate, No,15.59046307836746,16.612791953770035,12,6.79346613258001,17.619948374984197,1
2, Graduate, No,14.946912992035967,15.803385043104912,14,6.22455842927536,16.29204904211537,0
0, Not Graduate, No,14.690979711984754,15.86963441986494,14,6.501289670540389,16.660419999923214,1
0, Not Graduate, Yes,15.803385043104912,17.151280169891162,10,6.513230110912307,17.50688691721445,1
4, Graduate, No,15.520258832020865,16.86951178681205,20,5.886104031450156,17.356469910987094,0
5, Not Graduate, No,16.012735246411598,17.376556668977415,2,6.082218910376446,17.98835819708264,1
2, Not Graduate, Yes,15.64006001130563,16.61887099947687,4,6.236369590203704,17.583663216067407,0
4, Graduate, No,15.86963441986494,17.168917310755116,2,6.556778356158042,17.783913915732118,1
5, Not Graduate, Yes,12.611541086966115,13.910821646859095,20,6.419994928147142,14.45736497045232,1
2, Not Graduate, Yes,14.45736497045232,15.732433317205148,6,6.794586580876499,16.308716093211594,1
3, Graduate, Yes,14.346139397261565,15.573368647930426,10,6.263398262591624,16.48273883399067,0
3, Not Graduate, Yes,15.607270193858982,16.341239282272525,18,6.747586526829315,17.538791462950133,1
4, Graduate, Yes,15.671808704579888,16.892822864593636,10,5.953243334287785,17.6332229058992,0
4, Graduate, No,15.29711532616119,16.496532155171714,4,6.214608098422191,17.20328495307807,1
3, Graduate, No,14.220976332738882,15.501909696719672,18,6.5337888379333435,15.732433317205148,1
2, Not Graduate, No,16.001561947061912,16.955343218782065,4,6.253828811575473,17.789568973108864,0
1, Graduate, No,16.034714150714915,16.749367480991666,2,5.863631175598097,18.05106530320968,0
2, Not Graduate, Yes,15.955576839107596,17.24626677423043,14,6.238324625039508,17.824660292271965,0
0, Not Graduate, Yes,15.009433329466965,16.15731646026544,4,6.049733455231958,17.10763688174679,1
4, Not Graduate, Yes,14.151983508870947,15.039286283703994,14,6.728628613084702,16.056220353623207,1
4, Graduate, Yes,15.59046307836746,16.796129244469636,10,6.068425588244111,17.516812556768127,0
4, Not Graduate, No,14.45736497045232,15.53827733427679,2,6.725033642166843,16.5563506464056,1
4, Not Graduate, No,14.690979711984754,15.424948670398354,4,6.57507584059962,16.349207451286784,1
3, Not Graduate, Yes,15.096444681204078,15.967272877502799,8,6.673297967767654,17.085079535170806,1
4, Not Graduate, Yes,15.226497775576945,16.077273760604726,10,6.257667587882639,17.453096744006448,0
4, Not Graduate, Yes,15.274125813221904,16.52356082573315,8,5.950642552587727,16.74403413530075,0
2, Graduate, Yes,14.45736497045232,15.687312888712007,16,6.78897174299217,16.056220353623207,1
4, Graduate, Yes,15.404745967162468,16.65458907995242,6,6.418364935936212,17.305939103842178,1
5, Not Graduate, No,15.201805169084134,16.46168542627038,18,6.483107351457199,17.022313842084035,1
5, Graduate, No,15.039286283703994,15.747032114495013,14,5.746203190540153,16.60667572712668,0
3, Graduate, Yes,15.86963441986494,17.085079535170806,20,6.734591659972948,17.550796408758714,1
1, Not Graduate, No,16.097893045681612,16.87421767762801,2,5.877735781779639,18.140966854377275,0
4, Graduate, No,15.816990693309524,16.677711496036597,4,6.293419278846481,17.450461696437877,0
5, Not Graduate, Yes,15.274125813221904,16.04552506565036,10,6.111467339502679,16.94664751219259,0
2, Not Graduate, No,14.557448378884015,15.444751293772967,12,6.51471269087253,16.468752592994022,1
5, Graduate, Yes,15.919644834185693,16.97251102166758,12,5.998936561946683,17.6592547440524,0
0, Not Graduate, Yes,14.403297778421795,15.123843647884687,2,6.226536669287466,16.316946591670696,0
1, Graduate, Yes,16.108045416114916,17.344807971579257,14,5.918893854273146,18.020203192280615,0
5, Graduate, No,16.056220353623207,17.065885088651534,14,6.439350371100098,18.264026945602897,1
1, Graduate, No,15.76142084987672,16.835935492889124,10,6.028278520230698,17.78580249038432,0
1, Not Graduate, Yes,16.066802461833923,16.765198945372877,16,6.4967749901858625,17.909855136853043,1
1, Graduate, Yes,14.946912992035967,16.257857680289998,4,6.77078942390898,16.496532155171714,1
3, Graduate, Yes,14.403297778421795,15.444751293772967,8,6.673297967767654,15.573368647930426,1
3, Not Graduate, No,14.88022163978423,15.687312888712007,18,6.71901315438526,16.929025911619092,1
4, Graduate, No,13.815511557963774,14.648420115681892,16,6.298949246855942,15.009433329466965,0
4, Graduate, No,15.573368647930426,16.503358119776173,10,6.541029999189903,17.341871111992198,1
5, Graduate, No,15.990262393084793,16.749367480991666,14,6.729824070489475,17.997560715872655,1
0, Not Graduate, No,16.108045416114916,16.920097281273396,20,6.419994928147142,18.002130411493113,1
0, Not Graduate, No,14.403297778421795,15.250595321348806,6,6.729824070489475,16.300417291085605,1
1, Not Graduate, No,15.967272877502799,17.265498135541893,16,6.520621127558696,17.91980546754119,1
2, Graduate, No,15.59046307836746,16.454567959008102,8,6.396929655216146,17.471350183839803,1
3, Not Graduate, Yes,13.815511557963774,14.731801689838349,18,6.638567789166521,15.424948670398354,1
4, Graduate, Yes,16.012735246411598,17.179352187684735,6,6.45833828334479,17.733515654950683,1
1, Graduate, No,16.02378508137718,17.341871111992198,12,6.511745329644728,17.760968358821017,1
2, Graduate, No,15.176487367510099,16.42558042423569,10,5.924255797414532,17.018257041552996,0
1, Not Graduate, No,15.250595321348806,16.185754392890075,6,6.1463292576688975,17.31504387055877,0
3, Not Graduate, Yes,15.59046307836746,16.770420889081343,10,6.093569770045136,17.312018149733785,0
3, Graduate, No,15.816990693309524,17.175885979828397,8,5.971261839790462,17.8879503018341,0
2, Graduate, No,15.341567078850604,16.562781536322326,2,6.639875833826536,17.249497794707484,1
4, Not Graduate, No,15.775605482856605,16.806230339945976,14,6.748759547491679,17.376556668977415,1
1, Graduate, No,14.88022163978423,16.22245575637265,20,6.171700597410915,16.73867219244687,0
5, Not Graduate, No,16.108045416114916,17.330036654695338,20,6.364750756851911,18.06257622151019,1
3, Not Graduate, Yes,16.066802461833923,16.942271137784317,6,5.768320995793772,17.95067713070663,0
5, Graduate, No,14.845130332288226,16.213405921671733,12,6.625392368007956,16.888203918950687,1
4, Not Graduate, No,15.816990693309524,16.54987813231892,6,6.519147287940395,18.08939504794603,1
2, Graduate, No,15.555976908243359,16.835935492889124,8,6.023447592961033,17.404569704420307,0
4, Not Graduate, No,15.176487367510099,16.012735246411598,2,6.51471269087253,17.265498135541893,1
0, Not Graduate, No,16.097893045681612,16.816230422780546,16,6.408528791059498,17.78580249038432,1
1, Graduate, Yes,14.508658238524095,15.53827733427679,14,6.345636360828596,16.562781536322326,1
1, Not Graduate, Yes,15.009433329466965,16.195056784687036,2,6.311734809152915,17.05418904934434,1
2, Not Graduate, No,12.206077645517674,12.611541086966115,20,6.253828811575473,13.45883704259595,0
3, Graduate, Yes,15.747032114495013,16.612791953770035,4,6.669498089857879,17.67413280776235,1
5, Not Graduate, No,15.687312888712007,16.963963961454382,12,6.673297967767654,17.379393550232137,1
4, Graduate, No,13.910821646859095,15.096444681204078,8,6.542471960506805,16.012735246411598,1
0, Graduate, Yes,16.097893045681612,17.344807971579257,20,6.634633357861686,18.17093652367795,1
1, Graduate, No,15.86963441986494,16.98938905874274,4,5.749392985908253,17.76290072653473,1
4, Graduate, No,15.931766193248746,17.018257041552996,2,5.948034989180646,17.069753565279804,0
1, Not Graduate, Yes,15.341567078850604,16.128046080821385,4,6.428105272684596,16.785925074816024,1
3, Not Graduate, Yes,12.611541086966115,13.122365377402328,6,6.776506992372183,14.403297778421795,1
4, Not Graduate, Yes,15.520258832020865,16.811242881518265,14,6.386879319362645,17.56736483471378,1
1, Not Graduate, Yes,15.555976908243359,16.816230422780546,14,6.093569770045136,17.585970022112107,0
3, Not Graduate, Yes,15.607270193858982,16.74403413530075,18,6.664409020350408,17.514340367683854,1
0, Not Graduate, No,15.830413711839864,17.172407715573055,2,6.79794041297493,17.365127973480334,1
1, Not Graduate, Yes,15.978833698567334,17.335971390039045,18,6.326149473155099,18.02318382037433,1
5, Not Graduate, No,15.226497775576945,16.325109901643454,6,6.368187186350492,17.359364268929685,1
0, Graduate, Yes,15.573368647930426,16.897420573630875,2,6.331501849893691,17.243025280411334,1
2, Graduate, Yes,15.843658936835498,16.920097281273396,12,6.320768294250582,17.52173867498285,1
3, Graduate, No,14.946912992035967,16.213405921671733,2,6.298949246855942,16.785925074816024,1
1, Graduate, Yes,15.702580358511794,16.845644306544774,4,6.38856140554563,17.511862051730805,1
3, Graduate, Yes,15.176487367510099,16.454567959008102,18,6.721425700790643,16.97251102166758,1
3, Not Graduate, Yes,16.108045416114916,17.10017416082366,10,6.311734809152915,18.21611359048103,1
4, Graduate, No,15.341567078850604,16.341239282272525,6,6.008813185442595,17.274976879196945,0
1, Not Graduate, Yes,15.29711532616119,16.176364653421913,4,5.8888779583328805,17.353567151413394,0
1, Graduate, Yes,16.034714150714915,17.189679301485086,6,6.507277712385012,17.87422795981438,1
4, Graduate, No,12.899222326086994,13.592368256649284,16,6.530877627725885,14.80876270134486,1
4, Graduate, No,15.990262393084793,16.845644306544774,18,6.293419278846481,17.867295523158884,0
5, Graduate, No,14.403297778421795,15.732433317205148,18,6.126869184114185,15.955576839107596,0
3, Not Graduate, Yes,15.039286283703994,16.333207111220425,2,6.594413459749778,16.959662879739987,1
2, Graduate, No,14.731801689838349,15.978833698567334,4,6.529418838262226,16.372737946851277,1
5, Not Graduate, Yes,15.46416937585933,16.283610174181653,18,6.568077911411976,17.489276399648872,1
4, Not Graduate, Yes,15.59046307836746,16.845644306544774,10,6.716594773520978,17.709369613131347,1
1, Graduate, Yes,15.424948670398354,16.780783675579947,10,6.018593214496234,17.341871111992198,0
5, Not Graduate, Yes,15.444751293772967,16.283610174181653,6,6.655440350367647,16.94664751219259,1
0, Graduate, Yes,12.206077645517674,12.611541086966115,18,6.255750041753367,13.910821646859095,0
2, Not Graduate, No,15.775605482856605,17.11134746100564,10,6.066108090103747,17.87076774880935,0
1, Graduate, Yes,15.86963441986494,16.600521861931007,2,5.817111159963204,17.68462608325797,0
4, Not Graduate, No,15.250595321348806,16.5563506464056,18,6.678342114654332,16.97675731236872,1
5, Not Graduate, Yes,16.097893045681612,17.450461696437877,18,5.71042701737487,17.768675525917452,0
0, Not Graduate, No,13.122365377402328,14.403297778421795,2,6.2766434893416445,15.29711532616119,1
0, Not Graduate, No,16.04552506565036,17.278116599103036,2,5.805134968916488,17.72753358339242,1
2, Graduate, No,15.150511887854474,16.249124001084017,6,6.561030665896573,16.806230339945976,1
5, Not Graduate, No,15.38412668421143,16.5563506464056,10,6.70073110954781,17.290577819152638,1
2, Graduate, No,15.53827733427679,16.660419999923214,16,6.375024819828097,17.353567151413394,1
3, Not Graduate, No,14.88022163978423,15.955576839107596,14,6.727431724850855,16.60667572712668,1
1, Not Graduate, No,15.671808704579888,16.612791953770035,6,6.061456918928017,17.842646388318236,0
2, Not Graduate, No,15.789591722875162,16.636889503897294,6,6.680854678790215,17.423722136111028,1
4, Not Graduate, Yes,15.86963441986494,16.785925074816024,14,6.606650186198215,17.390661274761072,1
2, Graduate, No,15.404745967162468,16.68340951682656,6,6.7580945044277305,17.489276399648872,1
2, Graduate, No,14.978661680269907,16.15731646026544,10,6.322565239927284,17.21001898503268,1
0, Graduate, No,15.687312888712007,16.821193211876384,16,6.736966958001855,17.608750049924975,1
3, Graduate, Yes,16.04552506565036,17.077445910607096,14,6.456769655572163,18.01870954004614,1
0, Not Graduate, No,14.45736497045232,15.226497775576945,18,6.687108607866515,15.789591722875162,1
3, Not Graduate, Yes,15.843658936835498,17.088874605995333,14,6.7661917146603505,17.626607666926354,1
1, Not Graduate, Yes,13.45883704259595,14.151983508870947,10,6.261491684321042,15.274125813221904,0
3, Not Graduate, No,15.931766193248746,17.062001588775953,12,6.118097198041348,17.985271774927078,0
5, Not Graduate, Yes,15.943742382861155,17.278116599103036,10,6.406879986069314,17.91484267828116,1
2, Graduate, Yes,15.882373444019521,16.65458907995242,16,6.406879986069314,17.99908626915822,1
1, Not Graduate, Yes,14.88022163978423,16.108045416114916,18,6.664409020350408,16.52356082573315,1
2, Not Graduate, No,14.690979711984754,15.64006001130563,12,6.7580945044277305,16.770420889081343,1
5, Not Graduate, Yes,13.910821646859095,14.80876270134486,4,6.7912214627261855,15.53827733427679,1
2, Graduate, Yes,15.990262393084793,17.243025280411334,20,6.710523109452428,17.60197036309281,1
5, Not Graduate, No,15.687312888712007,16.959662879739987,18,6.570882962339584,17.172407715573055,1
4, Graduate, No,15.176487367510099,16.249124001084017,20,6.7661917146603505,16.892822864593636,1
2, Not Graduate, Yes,15.978833698567334,16.75467253293992,2,6.318968113746434,17.379393550232137,1
3, Graduate, Yes,14.151983508870947,15.068273812173887,12,6.415096959171596,15.76142084987672,1
3, Graduate, Yes,15.009433329466965,15.955576839107596,12,6.375024819828097,17.00598694946304,1
4, Graduate, No,13.45883704259595,14.648420115681892,16,6.535241271013659,15.226497775576945,1
1, Graduate, No,14.151983508870947,14.946912992035967,20,5.953243334287785,15.816990693309524,0
5, Not Graduate, Yes,15.990262393084793,17.179352187684735,6,5.902633333401366,17.99143512253978,0
4, Graduate, No,15.86963441986494,17.1654146803266,4,6.6895992691789665,17.87076774880935,1
2, Not Graduate, Yes,15.843658936835498,16.97675731236872,6,5.883322388488279,17.842646388318236,0
4, Graduate, No,15.53827733427679,16.8261314932731,20,6.391917113392602,17.415558825694,1
3, Not Graduate, Yes,14.508658238524095,15.250595321348806,16,6.349138991379798,16.357112630168974,1
4, Graduate, No,13.997832948091215,15.29711532616119,6,6.565264970035361,16.204273438942487,1
3, Not Graduate, Yes,15.123843647884687,16.357112630168974,18,6.376726947898627,17.11134746100564,1
0, Graduate, Yes,15.123843647884687,15.955576839107596,8,6.052089168924417,17.088874605995333,0
3, Not Graduate, Yes,14.151983508870947,15.341567078850604,8,6.298949246855942,15.816990693309524,0
5, Graduate, No,15.656060350091908,16.496532155171714,8,6.152732694704104,17.760968358821017,0
3, Graduate, Yes,15.483217567201578,16.642824239064897,2,5.860786223465865,17.50439003707821,1
3, Graduate, Yes,14.914123179965662,15.830413711839864,6,6.782192056006791,16.475770165160203,1
5, Not Graduate, Yes,15.226497775576945,16.22245575637265,18,6.6293632534374485,16.733281344102608,1
2, Not Graduate, No,14.220976332738882,15.319588176962746,18,6.061456918928017,16.333207111220425,0
2, Graduate, No,14.690979711984754,15.856731016694035,6,6.579251212010101,16.588099342704055,1
2, Graduate, Yes,15.404745967162468,16.388122864507256,18,6.626717749249025,17.376556668977415,1
1, Not Graduate, No,12.611541086966115,13.997832948091215,4,5.8377304471659395,14.603968372873895,1
1, Graduate, Yes,15.520258832020865,16.796129244469636,10,5.746203190540153,17.514340367683854,0
1, Not Graduate, No,15.747032114495013,17.081270006899263,4,6.282266746896006,17.741436488285277,1
1, Graduate, No,14.77102238760702,15.702580358511794,6,6.2285110035911835,16.58182973008354,0
2, Graduate, Yes,14.508658238524095,15.843658936835498,16,6.063785208687608,16.612791953770035,0
0, Graduate, Yes,15.59046307836746,16.530205368010318,10,6.678342114654332,17.236510599602347,1
2, Graduate, No,12.611541086966115,13.592368256649284,18,6.709304340258298,14.45736497045232,1
0, Not Graduate, No,15.38412668421143,16.5691713340128,10,5.988961416889864,17.393458479303888,0
4, Not Graduate, No,15.789591722875162,16.75467253293992,16,5.918893854273146,17.61099976960838,0
5, Graduate, No,14.557448378884015,15.803385043104912,18,5.883322388488279,16.60667572712668,0
5, Graduate, Yes,15.732433317205148,16.933460508490302,2,6.690842277418564,17.60197036309281,1
0, Graduate, No,16.001561947061912,16.888203918950687,10,6.315358001522335,17.61771871970664,1
1, Graduate, No,15.656060350091908,16.722411672456456,20,6.066108090103747,17.65496289206296,0
5, Not Graduate, Yes,14.88022163978423,16.22245575637265,4,6.52795791762255,16.722411672456456,1
3, Not Graduate, Yes,16.034714150714915,17.13694300725865,20,6.535241271013659,17.877676239033843,1
4, Graduate, Yes,15.483217567201578,16.185754392890075,12,6.306275286948016,17.1654146803266,0
3, Graduate, No,15.732433317205148,16.897420573630875,10,6.322565239927284,17.731525604582277,1
3, Graduate, Yes,15.967272877502799,17.226658303482896,14,6.131226489483141,17.707330876483063,0
2, Graduate, Yes,16.056220353623207,17.216707972959764,16,6.338594078203183,17.560297667657167,1
4, Graduate, No,15.816990693309524,16.780783675579947,16,6.728628613084702,17.91980546754119,1
4, Graduate, Yes,16.077273760604726,16.806230339945976,6,5.768320995793772,17.811874730208523,0
5, Not Graduate, Yes,12.899222326086994,14.151983508870947,4,6.182084906716632,14.80876270134486,1
0, Not Graduate, Yes,15.009433329466965,16.001561947061912,2,6.037870919922137,16.959662879739987,0
4, Not Graduate, No,15.816990693309524,16.722411672456456,10,6.400257445308821,17.972829934997215,1
4, Graduate, No,13.997832948091215,14.77102238760702,8,6.771935555839602,15.803385043104912,1
5, Not Graduate, Yes,15.176487367510099,15.931766193248746,18,6.398594934535208,16.835935492889124,1
4, Not Graduate, No,13.304686600863562,14.285514812209815,6,6.665683717782408,14.845130332288226,1
0, Not Graduate, Yes,14.978661680269907,16.266515742283485,4,5.976350909297934,16.59432989206649,1
1, Graduate, No,15.656060350091908,16.759949589762293,20,6.513230110912307,17.57438240720827,1
0, Not Graduate, No,13.997832948091215,14.88022163978423,18,5.855071922202427,15.444751293772967,0
4, Not Graduate, Yes,15.656060350091908,16.536806051605975,16,6.030685260261263,17.641975696817266,0
0, Not Graduate, Yes,13.122365377402328,14.151983508870947,2,6.313548046277095,14.88022163978423,1
3, Graduate, No,14.731801689838349,16.04552506565036,4,6.698268054115413,16.765198945372877,1
4, Not Graduate, Yes,14.978661680269907,15.732433317205148,16,6.516193076042964,16.845644306544774,1
2, Not Graduate, No,12.206077645517674,13.592368256649284,6,5.82600010738045,13.304686600863562,0
0, Not Graduate, No,15.341567078850604,16.48273883399067,14,6.466144724237619,17.36225027373553,1
2, Graduate, No,13.815511557963774,14.508658238524095,10,5.905361848054571,15.623799493077952,0
4, Not Graduate, Yes,16.097893045681612,16.86951178681205,20,5.87493073085203,18.160613851503726,0
3, Graduate, No,15.894952224644102,16.73867219244687,20,6.338594078203183,17.555558322405577,1
5, Graduate, No,14.845130332288226,15.789591722875162,16,6.052089168924417,16.536806051605975,0
5, Graduate, No,14.151983508870947,15.039286283703994,6,6.548219102762372,15.978833698567334,1
3, Graduate, Yes,15.816990693309524,16.791040175221152,2,6.57507584059962,17.650652540654736,1
3, Not Graduate, Yes,15.226497775576945,16.204273438942487,8,6.3080984415095305,17.265498135541893,0
0, Not Graduate, No,15.319588176962746,16.677711496036597,10,6.206575926724928,17.206657637442962,0
1, Graduate, Yes,16.056220353623207,16.860033043306743,12,6.095824562432225,17.63541829641444,0
2, Not Graduate, No,14.80876270134486,15.59046307836746,14,6.4967749901858625,16.58182973008354,1
3, Graduate, Yes,15.86963441986494,17.11872756803093,16,6.329720905522696,17.555558322405577,1
1, Graduate, Yes,16.04552506565036,17.14413728263389,12,6.398594934535208,17.550796408758714,1
3, Graduate, No,16.108045416114916,16.97675731236872,18,6.324358962381311,17.893048018819147,1
5, Not Graduate, Yes,16.056220353623207,16.959662879739987,14,6.786716950605081,17.87076774880935,1
1, Not Graduate, No,15.444751293772967,16.811242881518265,4,6.2285110035911835,17.595144398177723,1
2, Not Graduate, Yes,15.919644834185693,17.140546614632086,16,6.71901315438526,17.856805916671252,1
1, Graduate, Yes,14.77102238760702,15.520258832020865,14,6.710523109452428,16.612791953770035,1
0, Graduate, No,15.702580358511794,16.816230422780546,16,5.986452005284438,17.76290072653473,0
0, Graduate, Yes,15.76142084987672,16.892822864593636,20,6.212606095751519,17.239773245130714,0
0, Graduate, No,16.056220353623207,17.14413728263389,6,6.124683390894205,18.237959119141873,0
4, Graduate, Yes,12.611541086966115,13.910821646859095,4,6.126869184114185,14.648420115681892,1
5, Graduate, Yes,15.29711532616119,16.46168542627038,10,6.498282149476434,17.226658303482896,1
5, Graduate, Yes,15.483217567201578,16.694709071442087,16,6.226536669287466,17.410079360079497,0
1, Graduate, Yes,15.894952224644102,17.018257041552996,12,6.476972362889683,17.585970022112107,1
2, Not Graduate, No,15.90737474309945,16.733281344102608,6,5.921578419643816,18.037955137476448,0
4, Graduate, No,15.555976908243359,16.51013780630191,16,6.548219102762372,17.536373082144337,1
1, Graduate, No,15.882373444019521,16.575520561288332,8,6.313548046277095,17.259128687459263,1
4, Graduate, No,15.59046307836746,16.636889503897294,8,6.1779441140506,17.531518703797364,0
4, Not Graduate, Yes,14.285514812209815,15.150511887854474,2,6.799055862058796,15.943742382861155,1
4, Not Graduate, Yes,13.122365377402328,14.220976332738882,20,5.831882477283517,14.845130332288226,0
3, Graduate, Yes,15.38412668421143,16.468752592994022,12,6.306275286948016,16.963963961454382,0
3, Graduate, No,15.520258832020865,16.801192546169812,14,6.74993119378857,17.179352187684735,1
1, Graduate, No,15.732433317205148,16.94664751219259,4,6.218600119691729,17.370858648025116,1
0, Not Graduate, Yes,15.176487367510099,16.46168542627038,20,6.699500340161678,17.038378443942648,1
1, Not Graduate, No,15.687312888712007,16.588099342704055,6,6.760414691083428,17.390661274761072,1
1, Not Graduate, No,16.012735246411598,17.154832571369333,16,5.793013608384144,17.484187330270895,0
0, Graduate, No,14.220976332738882,15.53827733427679,18,6.405228458030842,16.176364653421913,1
0, Graduate, No,15.226497775576945,16.54987813231892,16,5.720311776607412,17.129696599000436,0
2, Graduate, Yes,15.702580358511794,17.05810294851229,6,6.608000625296087,17.52664064546291,1
3, Graduate, Yes,15.226497775576945,16.503358119776173,6,6.522092798170152,17.088874605995333,1
3, Not Graduate, No,16.02378508137718,16.775615705688583,12,6.546785410760524,18.163204526494262,1
1, Graduate, Yes,15.943742382861155,17.081270006899263,14,6.467698726104354,17.835490722850835,1
5, Not Graduate, No,14.914123179965662,16.283610174181653,6,6.742880635791903,16.801192546169812,1
3, Graduate, No,15.882373444019521,16.722411672456456,10,6.595780513961311,17.458346099754813,1
4, Graduate, No,14.077875591662238,15.341567078850604,10,5.746203190540153,15.656060350091908,0
1, Graduate, No,14.346139397261565,15.671808704579888,10,6.115892125483034,16.08763654656639,0
0, Not Graduate, Yes,13.304686600863562,14.403297778421795,12,6.238324625039508,14.946912992035967,0
